time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gt_imu_ax,gt_imu_ay,gt_imu_az,gt_imu_gx,gt_imu_gy,gt_imu_gz,gt_px,gt_py,gt_pz,gt_vx,gt_vy,gt_vz,gt_qw,gt_qx,gt_qy,gt_qz,est_px,est_py,est_pz,est_vx,est_vy,est_vz,est_qw,est_qx,est_qy,est_qz,correction_applied,P_dpx,P_dpy,P_dpz,P_dvx,P_dvy,P_dvz,P_dtheta_x,P_dtheta_y,P_dtheta_z
7.3100000000e+00,1.5133696228e+01,-1.4811989604e+00,-7.0563042044e+00,-1.5345183364e-01,-5.1858801794e+00,-1.2492219167e-01,1.5137638826e+01,-1.4521424767e+00,-7.0236961772e+00,-1.5196012183e-01,-5.1864140443e+00,-1.2392740710e-01,2.0076721222e+00,-3.8656032061e-01,9.9082898148e-02,1.3733400607e+00,-3.7865062664e-01,-7.6277281268e-01,9.9756039329e-01,6.6861040946e-03,6.3259608817e-02,-2.8753776137e-02,2.1304655624e+00,-4.4832442019e-01,-3.3416397211e-01,1.3110627805e+00,-4.1412229814e-01,-8.0265603519e-01,9.9384552961e-01,9.7560173432e-03,9.6807257043e-02,-5.2955060111e-02,0.0000000000e+00,1.0124477681e-04,1.1276905222e-04,1.0084660028e-04,1.2536505528e-06,5.4869190176e-06,7.3761606925e-07,9.9423874744e-09,9.7463050175e-09,2.6503298380e-06
7.3150000000e+00,5.8543961742e+00,-1.3188890267e+00,4.4809213232e+00,-1.6637373608e-01,-5.3772213180e+00,-1.8730048774e-01,5.8485696488e+00,-1.3215407849e+00,4.4821777182e+00,-1.6675247433e-01,-5.3773580764e+00,-1.8495955222e-01,2.0146939203e+00,-3.8848117537e-01,9.5054532717e-02,1.4227857863e+00,-3.8881410580e-01,-8.2030582691e-01,9.9830253369e-01,5.8820557835e-03,5.0033085883e-02,-2.9225724302e-02,2.1370208763e+00,-4.5039503168e-01,-3.3817725229e-01,1.3773425505e+00,-4.2826123753e-01,-9.0102576755e-01,9.9500413146e-01,8.6571785781e-03,8.3937922689e-02,-5.3350321165e-02,0.0000000000e+00,1.0125097105e-04,1.1284575458e-04,1.0084848676e-04,1.2922715339e-06,5.9700175050e-06,7.4881678692e-07,9.9610452744e-09,9.7649628175e-09,2.6503484958e-06
7.3200000000e+00,-5.5175430841e-01,-1.0502978503e+00,1.1743714768e+01,-1.8565061149e-01,-5.4671966455e+00,-2.1858453565e-01,-5.4547073601e-01,-1.0585517378e+00,1.1711866709e+01,-1.8710754222e-01,-5.4660190198e+00,-2.1828240796e-01,2.0218605712e+00,-3.9044437887e-01,9.0889771793e-02,1.4393702318e+00,-3.9625975041e-01,-8.2986570808e-01,9.9887776964e-01,5.0155787710e-03,3.6468002234e-02,-2.9801511877e-02,2.1439075891e+00,-4.5253633787e-01,-3.4268238113e-01,1.4090474303e+00,-4.3846899289e-01,-9.3296132054e-01,9.9602099926e-01,7.4860783421e-03,7.0581075239e-02,-5.3892851778e-02,0.0000000000e+00,1.0125737528e-04,1.1292645258e-04,1.0085041540e-04,1.3262390372e-06,6.2188092326e-06,7.5915145881e-07,9.9797030744e-09,9.7836206175e-09,2.6503671536e-06
7.3250000000e+00,1.9778279636e+01,3.7202424273e+00,-1.3305782173e+01,-3.1542425560e-01,-4.9129722567e+00,-4.3563679322e-01,1.9808687635e+01,3.6907320347e+00,-1.3325447992e+01,-3.1572712848e-01,-4.9131157460e+00,-4.3682952042e-01,2.0293114414e+00,-3.9239693718e-01,8.6351901678e-02,1.5387215807e+00,-3.8654530488e-01,-9.6539496760e-01,9.9924239394e-01,3.9535318998e-03,2.3616674563e-02,-3.0679967731e-02,2.1509528262e+00,-4.5472868283e-01,-3.4734718773e-01,1.4139713174e+00,-4.4471848546e-01,-9.2353261457e-01,9.9686640576e-01,6.2479591676e-03,5.6990385848e-02,-5.4501632947e-02,0.0000000000e+00,1.0126395306e-04,1.1300925582e-04,1.0085238422e-04,1.3535603471e-06,6.2723230745e-06,7.6875889639e-07,9.9983608744e-09,9.8022784175e-09,2.6503858114e-06
7.3300000000e+00,7.2704676007e+00,2.5824356888e+00,6.0069571196e+00,-3.5468479343e-01,-4.7344357355e+00,-6.1364757359e-01,7.2469482684e+00,2.5599508614e+00,5.9980901321e+00,-3.5438309510e-01,-4.7350984546e+00,-6.1435255220e-01,2.0372110312e+00,-3.9429001089e-01,8.1272041602e-02,1.6039985582e+00,-3.7655678926e-01,-1.0274831889e+00,9.9941310869e-01,2.7003025343e-03,1.1704222543e-02,-3.2080488208e-02,2.1580226828e+00,-4.5695227526e-01,-3.5196485080e-01,1.5061533774e+00,-4.3566249278e-01,-1.0498617613e+00,9.9743584654e-01,4.7299509525e-03,4.4792185881e-02,-5.5614923253e-02,0.0000000000e+00,1.0127066619e-04,1.1309268009e-04,1.0085439170e-04,1.3375370460e-06,6.9958042453e-06,7.8062792502e-07,1.0017018674e-08,9.8209362175e-09,2.6504044692e-06
7.3350000000e+00,-1.0804418945e+00,2.0561625647e+00,1.6713390036e+01,-3.4525204470e-01,-4.7197566161e+00,-7.2627961562e-01,-1.0767404392e+00,2.0629824840e+00,1.6691385399e+01,-3.4668967460e-01,-4.7191092131e+00,-7.2605208451e-01,2.0452870249e+00,-3.9613394491e-01,7.6107224268e-02,1.6214013718e+00,-3.6703346335e-01,-1.0191350583e+00,9.9942709438e-01,1.4319145646e-03,-6.2017906545e-05,-3.3814623863e-02,2.1655534497e+00,-4.5913058772e-01,-3.5721415961e-01,1.5462409228e+00,-4.2728149842e-01,-1.0722087126e+00,9.9781344242e-01,3.1182326236e-03,3.3040089477e-02,-5.7157355015e-02,0.0000000000e+00,1.0127734718e-04,1.1318164187e-04,1.0085644460e-04,1.3290601727e-06,7.3368890854e-06,7.9113174903e-07,1.0035676474e-08,9.8395940175e-09,2.6504231270e-06
7.3400000000e+00,-6.6046549699e+00,1.9177415741e+00,2.2277703426e+01,-3.2325491209e-01,-4.6894304718e+00,-7.9241434940e-01,-6.6114687567e+00,1.9082936706e+00,2.2287845796e+01,-3.2488208556e-01,-4.6897951199e+00,-7.9287341153e-01,2.0533433827e+00,-3.9792644420e-01,7.1105231919e-02,1.6043788367e+00,-3.5623232474e-01,-9.7366787972e-01,9.9929111783e-01,2.0887150868e-04,-1.1788403301e-02,-3.5752646750e-02,2.1732846543e+00,-4.6126699521e-01,-3.6257520317e-01,1.5475408587e+00,-4.1728862359e-01,-1.0374925693e+00,9.9803072315e-01,1.5223916584e-03,2.1319407050e-02,-5.8973221473e-02,0.0000000000e+00,1.0128400620e-04,1.1327326465e-04,1.0085853964e-04,1.3204662909e-06,7.3672997519e-06,8.0051376867e-07,1.0054334274e-08,9.8582518175e-09,2.6504417848e-06
7.3450000000e+00,-2.2755684657e+00,3.8952571474e+00,1.1105250963e+01,-5.4324865590e-01,-3.9464083309e+00,-9.6123756690e-01,-2.3097193108e+00,3.9039762177e+00,1.1106967974e+01,-5.4216591083e-01,-3.9462594373e+00,-9.5995128241e-01,2.0613504875e+00,-3.9963869269e-01,6.6199894935e-02,1.6051539676e+00,-3.3649201596e-01,-9.8075091151e-01,9.9902555227e-01,-1.2479981146e-03,-2.2441763542e-02,-3.7983623551e-02,2.1810223586e+00,-4.6335343833e-01,-3.6776266602e-01,1.5206267720e+00,-4.0450007010e-01,-9.7383956766e-01,9.9809419266e-01,-1.7837388852e-05,9.6683540866e-03,-6.0946740559e-02,0.0000000000e+00,1.0129062738e-04,1.1336537254e-04,1.0086067440e-04,1.3080979583e-06,7.1687505415e-06,8.0906340472e-07,1.0072992074e-08,9.8769096175e-09,2.6504604426e-06
7.3500000000e+00,-8.6231885870e+00,2.7334603487e+00,1.9914439375e+01,-6.1178568453e-01,-3.4926938208e+00,-1.0571216632e+00,-8.6377089796e+00,2.7253056078e+00,1.9919819009e+01,-6.1169892849e-01,-3.4933516516e+00,-1.0561404490e+00,2.0692961787e+00,-4.0125319925e-01,6.1328539511e-02,1.5772218014e+00,-3.1859832273e-01,-9.5390116775e-01,9.9867573257e-01,-3.0122342332e-03,-3.1501030248e-02,-4.0563440615e-02,2.1886254925e+00,-4.6537593868e-01,-3.7263186386e-01,1.5127768535e+00,-3.8384768940e-01,-9.6717777423e-01,9.9799071838e-01,-1.9978709119e-03,-9.6470354336e-05,-6.3328707746e-02,0.0000000000e+00,1.0129718077e-04,1.1345635406e-04,1.0086284713e-04,1.2771581067e-06,7.1210701150e-06,8.1811011760e-07,1.0091649874e-08,9.8955674175e-09,2.6504791004e-06
7.3550000000e+00,-9.2628476499e+01,-4.5856016543e+00,2.7620293035e+01,-5.9000974874e-01,-3.2392733900e+00,-1.0849683579e+00,-9.2632440663e+01,-4.5991834766e+00,2.7654898025e+01,-5.9060146669e-01,-3.2378271675e+00,-1.0848667680e+00,2.0770179104e+00,-4.0277944711e-01,5.6677407840e-02,1.5223705693e+00,-3.0069852961e-01,-9.0221182843e-01,9.9826017685e-01,-4.7600697021e-03,-3.9765719530e-02,-4.3274110061e-02,2.1961893767e+00,-4.6729517713e-01,-3.7746775273e-01,1.4717403621e+00,-3.6444187619e-01,-9.1672992076e-01,9.9777676027e-01,-4.0768613867e-03,-8.7189542871e-03,-6.5946157668e-02,0.0000000000e+00,1.0130357672e-04,1.1354726867e-04,1.0086505957e-04,1.2535492908e-06,6.8134251732e-06,8.2624942422e-07,1.0110307674e-08,9.9142252175e-09,2.6504977582e-06
7.3600000000e+00,-6.4466433337e+01,3.1963589541e+00,3.8654821968e+01,-2.6614931889e-01,1.7897949160e+00,-1.0221483299e+00,-6.4443844703e+01,3.1685695843e+00,3.8677288862e+01,-2.6472371984e-01,1.7896797131e+00,-1.0217909319e+00,2.0833752114e+00,-4.0414303648e-01,5.2401121509e-02,1.1251223285e+00,-2.5419664318e-01,-8.0913435690e-01,9.9814233392e-01,-5.4886357922e-03,-3.9660448044e-02,-4.5921726581e-02,2.2035480786e+00,-4.6911738651e-01,-3.8205140233e-01,1.0073491881e+00,-3.2497116103e-01,-8.3585119054e-01,9.9748379555e-01,-6.0588231094e-03,-1.6712492004e-02,-6.8629883363e-02,0.0000000000e+00,1.0130982852e-04,1.1363620666e-04,1.0086730959e-04,1.1979035419e-06,3.7293312453e-06,8.2475246325e-07,1.0128965474e-08,9.9328830175e-09,2.6505164160e-06
7.3650000000e+00,-7.1782475206e+01,7.8597189131e+00,8.4359870085e+01,-2.4119916603e-02,3.6741872800e+00,-8.0190075357e-01,-7.1753261490e+01,7.8495095800e+00,8.4398537429e+01,-2.3224708027e-02,3.6746842110e+00,-8.0259379349e-01,2.0880595782e+00,-4.0524219214e-01,4.8784518435e-02,8.0916749819e-01,-1.9728262034e-01,-6.3827169064e-01,9.9832100590e-01,-5.3943026047e-03,-3.1581694601e-02,-4.8256266351e-02,2.2085848245e+00,-4.7074224232e-01,-3.8623065828e-01,6.8414166769e-01,-2.6229495860e-01,-7.0292064938e-01,9.9736570682e-01,-6.3726488490e-03,-1.2218876137e-02,-7.1216116602e-02,0.0000000000e+00,1.0131571467e-04,1.1369848521e-04,1.0086956379e-04,1.1198897081e-06,2.2660221929e-06,8.2893406179e-07,1.0147623274e-08,9.9515408175e-09,2.6505350738e-06
7.3700000000e+00,-4.6763379664e+01,5.9843891270e+00,5.9711909461e+01,8.6066655844e-02,2.9952176562e+00,-5.0479132433e-01,-4.6788532737e+01,5.9629772863e+00,5.9714885456e+01,8.8163607436e-02,2.9948799982e+00,-5.0606175298e-01,2.0911744858e+00,-4.0601131252e-01,4.6438454904e-02,5.1611533870e-01,-1.2894390261e-01,-3.6942966856e-01,9.9847094667e-01,-4.8253571853e-03,-2.3437771000e-02,-4.9831270131e-02,2.2120055328e+00,-4.7205371711e-01,-3.8974526153e-01,3.2466802288e-01,-1.6637217035e-01,-3.3983634772e-01,9.9729070747e-01,-5.7538680614e-03,-3.0656812172e-03,-7.3271682041e-02,0.0000000000e+00,1.0132097723e-04,1.1374218019e-04,1.0087183272e-04,1.0462229240e-06,1.3002664497e-06,8.3497258352e-07,1.0166281074e-08,9.9701986175e-09,2.6505537316e-06
7.3750000000e+00,-2.9909385408e+01,3.8690016905e+00,4.2404451679e+01,1.2885228351e-01,2.3275366643e+00,-3.0769859946e-01,-2.9933340929e+01,3.8600129799e+00,4.2427547303e+01,1.2930609623e-01,2.3258660421e+00,-3.0647468681e-01,2.0931560341e+00,-4.0650987805e-01,4.5171537254e-02,3.2744762965e-01,-8.3063119725e-02,-1.8563164522e-01,9.9855529085e-01,-4.1899824474e-03,-1.6999474766e-02,-5.0801506025e-02,2.2136288729e+00,-4.7288557796e-01,-3.9144444327e-01,9.6166287423e-02,-9.9049692765e-02,-9.2309023969e-02,9.9719365832e-01,-4.9865953108e-03,4.3790655969e-03,-7.4570540123e-02,0.0000000000e+00,1.0132525467e-04,1.1376520691e-04,1.0087411306e-04,1.0286476015e-06,1.0435815871e-06,8.4366657935e-07,1.0184938874e-08,9.9888564175e-09,2.6505723894e-06
7.3800000000e+00,-1.8966196057e+01,2.3706481444e+00,3.0537258969e+01,1.3976878251e-01,1.7649302961e+00,-1.8148028895e-01,-1.8943909342e+01,2.3523473750e+00,3.0545630444e+01,1.4078970076e-01,1.7636102818e+00,-1.8187859521e-01,2.0944121489e+00,-4.0683318121e-01,4.4628306593e-02,2.0742798346e-01,-5.4281246609e-02,-6.4204525250e-02,9.9859958090e-01,-3.5849585638e-03,-1.2077931598e-02,-5.1382376989e-02,2.2141097044e+00,-4.7338082642e-01,-3.9190598839e-01,-4.6826129557e-02,-5.5703129693e-02,7.1634391307e-02,9.9709519223e-01,-4.2347412014e-03,1.0153611304e-02,-7.5366761733e-02,0.0000000000e+00,1.0132885397e-04,1.1377510593e-04,1.0087641604e-04,1.0359473573e-06,1.0272655326e-06,8.5320881569e-07,1.0203596674e-08,1.0007514217e-08,2.6505910472e-06
7.3850000000e+00,-1.2250783355e+01,1.5701789982e+00,2.2840472605e+01,1.2605173807e-01,1.3195763914e+00,-1.0655163092e-01,-1.2243370228e+01,1.5924255916e+00,2.2800719749e+01,1.2607286199e-01,1.3183692397e+00,-1.0732364094e-01,2.0952161371e+00,-4.0704315486e-01,4.4548893478e-02,1.3450661457e-01,-3.4713623335e-02,1.1437451262e-02,9.9862141885e-01,-3.0561408108e-03,-8.3824692976e-03,-5.1726743747e-02,2.2138755737e+00,-4.7365934207e-01,-3.9154781643e-01,-1.3559068673e-01,-2.8668396828e-02,1.7697511441e-01,9.9700780769e-01,-3.5583585618e-03,1.4524749054e-02,-7.5840629928e-02,0.0000000000e+00,1.0133203580e-04,1.1377681761e-04,1.0087874931e-04,1.0512872294e-06,1.0760778377e-06,8.6293087683e-07,1.0222254474e-08,1.0026172017e-08,2.6506097050e-06
7.3900000000e+00,-7.9192925221e+00,9.1424085408e-01,1.7423142183e+01,1.0800587246e-01,9.6471168078e-01,-5.7838354365e-02,-7.9091785932e+00,9.2420022136e-01,1.7395060244e+01,1.0674240374e-01,9.6633314849e-01,-5.8313309532e-02,2.0957397171e+00,-4.0717690884e-01,4.4753812174e-02,8.7444522167e-02,-2.2220167768e-02,5.7715711372e-02,9.9863163533e-01,-2.6264968720e-03,-5.6507426966e-03,-5.1923285068e-02,2.2131976203e+00,-4.7380268406e-01,-3.9066294086e-01,-1.9155842480e-01,-1.1079700789e-02,2.4374440753e-01,9.9693530042e-01,-2.9978288384e-03,1.7788885200e-02,-7.6122108275e-02,0.0000000000e+00,1.0133497852e-04,1.1377347966e-04,1.0088111796e-04,1.0681898500e-06,1.1328862330e-06,8.7263175764e-07,1.0240912274e-08,1.0044829817e-08,2.6506283628e-06
7.3950000000e+00,-5.0739248915e+00,5.0532540327e-01,1.3690321648e+01,8.7071363042e-02,6.9191087784e-01,-2.7302026752e-02,-5.0715713606e+00,5.2538861246e-01,1.3685239533e+01,8.8237279710e-02,6.9231384862e-01,-2.6612225295e-02,2.0960782537e+00,-4.0726336549e-01,4.5126720005e-02,5.6296279889e-02,-1.4492148095e-02,8.3888108538e-02,9.9863653328e-01,-2.2841614028e-03,-3.6756068555e-03,-5.2022561617e-02,2.2122398282e+00,-4.7385808256e-01,-3.8944421882e-01,-2.2684797498e-01,-2.6269076425e-04,2.8310007924e-01,9.9687925393e-01,-2.5476157374e-03,2.0172230544e-02,-7.6278069266e-02,0.0000000000e+00,1.0133778575e-04,1.1376699080e-04,1.0088352525e-04,1.0846601315e-06,1.1817878537e-06,8.8226598244e-07,1.0259570074e-08,1.0063487617e-08,2.6506470206e-06
7.4000000000e+00,-3.2185093548e+00,2.9765327665e-01,1.1171951123e+01,7.3073368130e-02,4.8349646462e-01,-5.1915020779e-03,-3.2088053076e+00,2.9904111738e-01,1.1191669569e+01,7.1714298767e-02,4.8307031723e-01,-6.7418250782e-03,2.0962940451e+00,-4.0732035305e-01,4.5586579361e-02,3.5600425560e-02,-9.6449915609e-03,9.6157990137e-02,9.9863931906e-01,-2.0158370161e-03,-2.2825363042e-03,-5.2059935275e-02,2.2111055883e+00,-4.7385939601e-01,-3.8802871843e-01,-2.4873811554e-01,6.2323587058e-03,3.0343495107e-01,9.9683819135e-01,-2.2000457397e-03,2.1879799997e-02,-7.6354793052e-02,0.0000000000e+00,1.0134053204e-04,1.1375854743e-04,1.0088597344e-04,1.1001416240e-06,1.2201212704e-06,8.9183429837e-07,1.0278227874e-08,1.0082145417e-08,2.6506656784e-06
7.4050000000e+00,-1.9294367621e+00,2.6789499133e-01,9.5761322116e+00,5.1330647633e-02,3.2527470538e-01,3.8743411926e-03,-1.9263286175e+00,2.7855040700e-01,9.5419904624e+00,5.1830033443e-02,3.2542873186e-01,3.2522922346e-03,2.0964270849e+00,-4.0735773747e-01,4.6079067281e-02,2.1417798330e-02,-6.1979192110e-03,9.9383757047e-02,9.9864131089e-01,-1.8159663113e-03,-1.3296935980e-03,-5.2062139414e-02,2.2098618977e+00,-4.7382823422e-01,-3.8651154367e-01,-2.6194576403e-01,1.0212891871e-02,3.1087575274e-01,9.9681041033e-01,-1.9259291449e-03,2.3070725394e-02,-7.6374330069e-02,0.0000000000e+00,1.0134326518e-04,1.1374892438e-04,1.0088846413e-04,1.1147001451e-06,1.2493779970e-06,9.0135076365e-07,1.0296885674e-08,1.0100803217e-08,2.6506843362e-06
7.4100000000e+00,-1.1316820024e+00,1.8622177029e-01,8.5480239232e+00,3.7148784084e-02,2.1073454960e-01,1.1397709831e-02,-1.1076500705e+00,1.7241113043e-01,8.5366975399e+00,3.6052213942e-02,2.0996564016e-01,1.0274658532e-02,2.0965044452e+00,-4.0738137472e-01,4.6568268109e-02,1.2142592897e-02,-3.8972221644e-03,9.6439663868e-02,9.9864312855e-01,-1.6782995194e-03,-7.0301205917e-04,-5.2044124457e-02,2.2085521689e+00,-4.7377716976e-01,-3.8495716491e-01,-2.6904997996e-01,1.3021590757e-02,3.1008610270e-01,9.9679229858e-01,-1.7356811499e-03,2.3871528310e-02,-7.6369175954e-02,0.0000000000e+00,1.0134601316e-04,1.1373862351e-04,1.0089099854e-04,1.1286048424e-06,1.2713048301e-06,9.1082683821e-07,1.0315543474e-08,1.0119461017e-08,2.6507029940e-06
7.4150000000e+00,-5.9207490457e-01,9.0044360121e-02,8.0342092129e+00,2.3433783729e-02,1.2609671628e-01,1.5664968568e-02,-5.8993093086e-01,1.0679413956e-01,7.9932413141e+00,2.4752696071e-02,1.2732908093e-01,1.5176754453e-02,2.0965460004e+00,-4.0739597436e-01,4.7030904312e-02,6.1986756061e-03,-2.3576017197e-03,8.9804357446e-02,9.9864518720e-01,-1.5854610795e-03,-3.1195869791e-04,-5.2011336090e-02,2.2072069190e+00,-4.7371206181e-01,-3.8340673440e-01,-2.7244892674e-01,1.4795841779e-02,3.0398842030e-01,9.9678191644e-01,-1.6021925909e-03,2.4389628202e-02,-7.6343893539e-02,0.0000000000e+00,1.0134878928e-04,1.1372799790e-04,1.0089357764e-04,1.1420578663e-06,1.2884404944e-06,9.2027682776e-07,1.0334201274e-08,1.0138118817e-08,2.6507216518e-06
7.4200000000e+00,-2.3521945653e-01,6.6425470431e-02,7.7779928822e+00,1.4998388295e-02,6.9089535274e-02,1.6649565278e-02,-2.6677051063e-01,6.2745113297e-02,7.7585902017e+00,1.6722562271e-02,6.9521092166e-02,1.8268468789e-02,2.0965648369e+00,-4.0740445227e-01,4.7454148677e-02,2.4571324213e-03,-1.3042646534e-03,8.1265587738e-02,9.9864753964e-01,-1.5244910289e-03,-8.7391420776e-05,-5.1968835431e-02,2.2058446744e+00,-4.7363808260e-01,-3.8188679229e-01,-2.7333974875e-01,1.5670315267e-02,2.9520156959e-01,9.9677725948e-01,-1.5187746365e-03,2.4699444421e-02,-7.6306787094e-02,0.0000000000e+00,1.0135160546e-04,1.1371726183e-04,1.0089620223e-04,1.1552685426e-06,1.3022992167e-06,9.2970849095e-07,1.0352859074e-08,1.0156776617e-08,2.6507403096e-06
7.4250000000e+00,-4.3669601361e-02,3.0481364203e-02,7.7040085315e+00,1.0689745985e-02,3.3598067330e-02,1.9992796632e-02,-5.8822216608e-02,6.0522717086e-02,7.7288189178e+00,1.0245679610e-02,3.2680757272e-02,2.0130129180e-02,2.0965697927e+00,-4.0740870400e-01,4.7832499599e-02,2.4739854694e-04,-5.6073025100e-04,7.2105474738e-02,9.9865012103e-01,-1.4868321845e-03,2.5857775805e-05,-5.1920366126e-02,2.2044779756e+00,-4.7355973102e-01,-3.8041078445e-01,-2.7252627210e-01,1.6148726424e-02,2.8504928448e-01,9.9677621000e-01,-1.4671913922e-03,2.4868813227e-02,-7.6266484524e-02,0.0000000000e+00,1.0135447225e-04,1.1370656085e-04,1.0089887298e-04,1.1683672761e-06,1.3139583069e-06,9.3912772376e-07,1.0371516874e-08,1.0175434417e-08,2.6507589674e-06
7.4300000000e+00,5.7788278306e-02,4.2937542656e-02,7.8088846975e+00,4.8483605260e-03,9.2519748059e-03,2.1668277072e-02,4.6717694931e-02,3.2495740051e-02,7.8130674685e+00,5.7940765926e-03,8.7639651195e-03,2.1138623705e-02,2.0965668613e+00,-4.0740990287e-01,4.8164791067e-02,-9.8881545441e-04,-1.8632424201e-05,6.2908083268e-02,9.9865284791e-01,-1.4661439987e-03,6.8721592323e-05,-5.1868439957e-02,2.2031153443e+00,-4.7347898739e-01,-3.7898553802e-01,-2.7080030932e-01,1.6299122994e-02,2.7448126758e-01,9.9677796718e-01,-1.4329041645e-03,2.4950572644e-02,-7.6217451113e-02,0.0000000000e+00,1.0135739471e-04,1.1369599415e-04,1.0090159050e-04,1.1814418525e-06,1.3244968767e-06,9.4854025801e-07,1.0390174674e-08,1.0194092217e-08,2.6507776252e-06
7.4350000000e+00,1.1949581925e-01,1.5347903930e-02,7.9472405934e+00,3.5264397054e-03,-6.3471787195e-03,2.1097248054e-02,1.0213726263e-01,9.2887598272e-03,7.9699284214e+00,2.9300548400e-03,-6.3459856043e-03,2.1514284933e-02,2.0965596992e+00,-4.0740891951e-01,4.8452311659e-02,-1.6211215203e-03,3.6335697627e-04,5.4157804466e-02,9.9865564111e-01,-1.4564865026e-03,6.6109869067e-05,-5.1814908625e-02,2.2017613427e+00,-4.7339749178e-01,-3.7761313169e-01,-2.6853186752e-01,1.6430426207e-02,2.6441117926e-01,9.9678153439e-01,-1.4177078198e-03,2.4972781808e-02,-7.6163790389e-02,0.0000000000e+00,1.0136037719e-04,1.1368561519e-04,1.0090435535e-04,1.1945933936e-06,1.3344709873e-06,9.5794901385e-07,1.0408832474e-08,1.0212750017e-08,2.6507962830e-06
7.4400000000e+00,1.2129827328e-01,-2.1835639959e-02,8.1779759912e+00,-5.8940147382e-05,-1.6036675664e-02,2.1176206171e-02,1.2701898163e-01,-8.4334685318e-03,8.1607180226e+00,1.1661691710e-03,-1.5178403165e-02,2.1460233066e-02,2.0965506015e+00,-4.0740642606e-01,4.8698211625e-02,-1.8757363950e-03,6.2461890969e-04,4.6135380529e-02,9.9865843848e-01,-1.4537086201e-03,3.5892666912e-05,-5.1761073184e-02,2.2087295836e+00,-4.7318737642e-01,-3.8331349057e-01,-2.3498259017e-01,1.4485930154e-02,2.3509675136e-01,9.9678170562e-01,-1.4250911540e-03,2.5546575899e-02,-7.5970868831e-02,1.0000000000e+00,1.0134806018e-04,1.1357942227e-04,1.0089892172e-04,1.0648966956e-06,1.1695123267e-06,8.7345332915e-07,1.0217536474e-08,1.0001068229e-08,2.6160430554e-06
7.4450000000e+00,2.0104532360e-01,1.0837302101e-02,8.3154245194e+00,9.6402230355e-04,-1.6597001384e-02,2.0443631459e-02,1.6971241438e-01,-9.6328198962e-03,8.3472834126e+00,-2.0340644642e-04,-1.7762765509e-02,2.1457857252e-02,2.0965408053e+00,-4.0740304023e-01,4.8907055084e-02,-1.9637215203e-03,7.5294378536e-04,3.9148861228e-02,9.9866122457e-01,-1.4552997862e-03,-6.8629120293e-06,-5.1707258714e-02,2.2141568961e+00,-4.7303065104e-01,-3.8793944026e-01,-2.0788143293e-01,1.2784781010e-02,2.1033465193e-01,9.9678282562e-01,-1.4401862410e-03,2.5970382413e-02,-7.5812028341e-02,1.0000000000e+00,1.0133862875e-04,1.1350088757e-04,1.0089449430e-04,9.6252273780e-07,1.0426639330e-06,8.0398133345e-07,1.0067789381e-08,9.8349304193e-09,2.5901300848e-06
7.4500000000e+00,1.1143591030e-01,-3.6159828470e-02,8.5484115821e+00,7.8405581246e-04,-1.8543722121e-02,2.2245381508e-02,1.6039304837e-01,-3.4757559006e-02,8.5266183653e+00,-5.9063540325e-04,-1.7791414448e-02,2.0731846760e-02,2.0965312144e+00,-4.0739916073e-01,4.9083373564e-02,-1.8458297092e-03,8.4007810002e-04,3.2924752902e-02,9.9866394801e-01,-1.4591923770e-03,-5.1377219592e-05,-5.1654496988e-02,2.2184664497e+00,-4.7291316022e-01,-3.9175256886e-01,-1.8504157671e-01,1.1478699131e-02,1.8885874475e-01,9.9678424541e-01,-1.4503454906e-03,2.6301071059e-02,-7.5679047671e-02,1.0000000000e+00,1.0133126320e-04,1.1344187462e-04,1.0089083364e-04,8.7980871337e-07,9.4198414408e-07,7.4596248719e-07,9.9477185217e-09,9.7015631721e-09,2.5704484333e-06
7.4550000000e+00,9.7122611097e-02,-4.2843638987e-02,8.6671515088e+00,1.5139363647e-03,-1.5501068038e-02,2.0908622213e-02,1.4038059208e-01,-3.5697494659e-02,8.6752521546e+00,5.1843240887e-04,-1.6622671538e-02,2.0084268397e-02,2.0965225711e+00,-4.0739505985e-01,4.9230670959e-02,-1.6268133851e-03,8.7171774106e-04,2.7381365584e-02,9.9866657064e-01,-1.4614555912e-03,-9.4084470875e-05,-5.1603643051e-02,2.2219595607e+00,-4.7281179185e-01,-3.9495290391e-01,-1.6609368587e-01,1.0234223796e-02,1.7059130697e-01,9.9678662581e-01,-1.4596118990e-03,2.6559702837e-02,-7.5557093178e-02,1.0000000000e+00,1.0132538658e-04,1.1339661473e-04,1.0088777085e-04,8.1174899069e-07,8.6085555412e-07,6.9687817666e-07,9.8495857049e-09,9.5925009325e-09,2.5551695586e-06
