time,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gt_imu_ax,gt_imu_ay,gt_imu_az,gt_imu_gx,gt_imu_gy,gt_imu_gz,gt_px,gt_py,gt_pz,gt_vx,gt_vy,gt_vz,gt_qw,gt_qx,gt_qy,gt_qz,est_px,est_py,est_pz,est_vx,est_vy,est_vz,est_qw,est_qx,est_qy,est_qz,correction_applied,P_dpx,P_dpy,P_dpz,P_dvx,P_dvy,P_dvz,P_dtheta_x,P_dtheta_y,P_dtheta_z
9.9000000000e-01,1.4243435380e+01,-6.7351701883e+00,-4.0308088960e+00,-3.6556731069e-01,-4.3097192020e+00,9.3286621271e-02,1.4231533922e+01,-6.7324327391e+00,-4.0605502213e+00,-3.6643769924e-01,-4.3094974785e+00,9.2638591038e-02,4.3977732029e-02,-1.2400431165e-02,7.9875566245e-02,7.4404276634e-01,-2.9095740556e-01,-8.3581751168e-02,9.9333051262e-01,3.1335802837e-02,1.1094033683e-01,-2.1913074049e-03,5.2908759451e-02,-8.6987836087e-03,4.8798555132e-02,6.0247455787e-01,-2.4772735327e-01,-6.7279288854e-02,9.9291000270e-01,3.2316534020e-02,1.1431764725e-01,-4.1041081204e-03,0.0000000000e+00,1.0006940991e-04,1.0009777327e-04,1.0006287747e-04,1.4018180919e-06,4.7988382847e-06,6.2508463958e-07,5.4799082019e-08,4.2687571672e-08,7.2701295299e-06
9.9500000000e-01,8.5108850148e+00,-6.2818020253e+00,-1.9755927720e-01,-4.3402595206e-01,-4.6778550609e+00,8.9382851840e-02,8.4733380937e+00,-6.3198671864e+00,-1.7371618591e-01,-4.3322552011e-01,-4.6791378822e+00,9.0297100840e-02,4.7859767621e-02,-1.3950708169e-02,7.9234869456e-02,7.9475923514e-01,-3.2287026620e-01,-1.5340189441e-01,9.9456106711e-01,3.0322692983e-02,9.9618926704e-02,-2.2107741410e-03,5.5921132240e-02,-9.9374203751e-03,4.8462158688e-02,6.6673473955e-01,-2.8007365589e-01,-1.5423021877e-01,9.9411408998e-01,3.1389665241e-02,1.0360947560e-01,-4.1160157790e-03,0.0000000000e+00,1.0007126982e-04,1.0010288342e-04,1.0006409340e-04,1.5201476928e-06,5.4865665274e-06,6.3886222284e-07,5.4817739819e-08,4.2706229472e-08,7.2701481877e-06
1.0000000000e+00,4.3288954960e+00,-5.8223697621e+00,2.9608305799e+00,-4.9040625898e-01,-4.8208163078e+00,9.1734553047e-02,4.3545742192e+00,-5.8129297196e+00,2.9526713740e+00,-4.9031779847e-01,-4.8202542859e+00,9.2317005192e-02,5.1934637097e-02,-1.5656917266e-02,7.8313508773e-02,8.2608091555e-01,-3.5352841340e-01,-2.0095847449e-01,9.9571535668e-01,2.9153741133e-02,8.7726884624e-02,-2.2319401505e-03,5.9254805938e-02,-1.1337788655e-02,4.7691007594e-02,7.0770951660e-01,-3.1142866658e-01,-2.1495547903e-01,9.9529212713e-01,3.0283863567e-02,9.1974242317e-02,-4.1482569227e-03,0.0000000000e+00,1.0007321981e-04,1.0010854867e-04,1.0006534248e-04,1.6559197944e-06,5.9678090913e-06,6.5167244726e-07,5.4836397619e-08,4.2724887272e-08,7.2701668455e-06
1.0050000000e+00,2.9545991554e+01,-4.9773487303e+00,-2.2362680391e+01,-5.5350500564e-01,-4.9950328062e+00,-9.6706962294e-03,2.9559822433e+01,-4.9602719955e+00,-2.2406981032e+01,-5.5376202545e-01,-4.9957988773e+00,-9.2481822047e-03,5.6400953340e-02,-1.7485274963e-02,7.6797415731e-02,9.5096377431e-01,-3.7297718410e-01,-3.8565058448e-01,9.9675354802e-01,2.7818194257e-02,7.5517208707e-02,-2.3798676957e-03,6.2793353521e-02,-1.2894931987e-02,4.6616230199e-02,7.3129115574e-01,-3.4144799894e-01,-2.5517983060e-01,9.9636559900e-01,2.9032525567e-02,7.9970624036e-02,-4.1719156447e-03,0.0000000000e+00,1.0007527283e-04,1.0011470639e-04,1.0006662497e-04,1.8045767862e-06,6.2715618636e-06,6.6360515109e-07,5.4855055419e-08,4.2743545072e-08,7.2701855033e-06
1.0100000000e+00,1.6632399091e+01,-4.6741907277e+00,-7.2155517322e+00,-6.0092828549e-01,-5.2915194195e+00,-8.1256760922e-02,1.6636009663e+01,-4.6603362209e+00,-7.1640656329e+00,-5.9973782328e-01,-5.2899552261e+00,-7.9313172716e-02,6.1470061755e-02,-1.9409544109e-02,7.4436890393e-02,1.0502394318e+00,-3.9392589617e-01,-5.1560612704e-01,9.9768599414e-01,2.6325657093e-02,6.2625419859e-02,-2.7701365598e-03,6.6449809300e-02,-1.4602171982e-02,4.5340331046e-02,8.5901246538e-01,-3.6029062948e-01,-4.3942579810e-01,9.9732564500e-01,2.7597507892e-02,6.7528917123e-02,-4.4475536744e-03,0.0000000000e+00,1.0007744172e-04,1.0012130198e-04,1.0006794115e-04,1.8747897246e-06,7.8655051366e-06,6.8230965594e-07,5.4873713219e-08,4.2762202872e-08,7.2702041611e-06
1.0150000000e+00,8.0491008003e+00,-4.1391285536e+00,2.3811767324e+00,-6.3541909865e-01,-5.5053879855e+00,-1.1231298511e-01,8.0723101292e+00,-4.1648541581e+00,2.3820395139e+00,-6.3653401668e-01,-5.5057430333e+00,-1.1298903768e-01,6.6904592748e-02,-2.1441655795e-02,7.1631820391e-02,1.1080634229e+00,-4.1581357183e-01,-5.8029359179e-01,9.9848299897e-01,2.4720246258e-02,4.9089749561e-02,-3.2873510367e-03,7.0744871627e-02,-1.6403625130e-02,4.3143202055e-02,9.3626757045e-01,-3.8204519100e-01,-5.3666408947e-01,9.9817108938e-01,2.6024251117e-02,5.4342188110e-02,-4.9133760392e-03,0.0000000000e+00,1.0007969755e-04,1.0012892791e-04,1.0006929440e-04,1.9868292633e-06,8.9685714719e-06,6.9848063686e-07,5.4892371019e-08,4.2780860672e-08,7.2702228189e-06
1.0200000000e+00,2.3069165001e+00,-3.5763983863e+00,8.4253302479e+00,-6.6813863293e-01,-5.5942561767e+00,-1.2424018435e-01,2.3244084963e+00,-3.5865715228e+00,8.4111813866e+00,-6.6764046734e-01,-5.5947395636e+00,-1.2472931396e-01,7.2533868581e-02,-2.3580077871e-02,6.8631199358e-02,1.1357796253e+00,-4.3658186141e-01,-6.0434557772e-01,9.9910776114e-01,2.3023479103e-02,3.5195364418e-02,-3.8584152884e-03,7.5426209479e-02,-1.8313851084e-02,4.0459881608e-02,9.7730047250e-01,-4.0361763741e-01,-5.7933515591e-01,9.9886312184e-01,2.4353279898e-02,4.0614224077e-02,-5.4650143793e-03,0.0000000000e+00,1.0008206632e-04,1.0013742474e-04,1.0007068451e-04,2.1171603086e-06,9.6212258798e-06,7.1216345083e-07,5.4911028819e-08,4.2799518472e-08,7.2702414767e-06
1.0250000000e+00,1.4734512007e+01,1.8926418706e+00,-8.8889373171e+00,-8.6956598394e-01,-5.0823534508e+00,-3.6412847864e-01,1.4745182231e+01,1.9144417670e+00,-8.8659460445e+00,-8.6964071608e-01,-5.0826359547e+00,-3.6344381558e-01,7.8420451165e-02,-2.5746234651e-02,6.5291517226e-02,1.2135485419e+00,-4.2914038984e-01,-7.1378459743e-01,9.9952737705e-01,2.0997918142e-02,2.1948929747e-02,-4.7280490769e-03,8.0312711841e-02,-2.0331939272e-02,3.7563205828e-02,9.9197248968e-01,-4.2364867493e-01,-5.8824843431e-01,9.9937097081e-01,2.2593427076e-02,2.6657607202e-02,-6.0474564733e-03,0.0000000000e+00,1.0008456712e-04,1.0014665537e-04,1.0007211132e-04,2.2526664005e-06,9.9012965912e-06,7.2373079997e-07,5.4929686619e-08,4.2818176272e-08,7.2702601345e-06
1.0300000000e+00,5.0446433826e+00,1.0123994605e+00,5.4957246434e+00,-9.4308263314e-01,-4.8536746927e+00,-5.4194222031e-01,5.0441271963e+00,1.0013217993e+00,5.4837217288e+00,-9.4442330237e-01,-4.8547778764e+00,-5.4107720464e-01,8.4639906314e-02,-2.7865589766e-02,6.1516273721e-02,1.2608694324e+00,-4.2364970802e-01,-7.6654589344e-01,9.9976118143e-01,1.8610043639e-02,9.6759625780e-03,-6.1336873099e-03,8.5272574290e-02,-2.2450182646e-02,3.4621963657e-02,1.0633047951e+00,-4.1297619547e-01,-6.8515581610e-01,9.9966983634e-01,2.0317951131e-02,1.3991556549e-02,-7.1857865006e-03,0.0000000000e+00,1.0008721421e-04,1.0015649471e-04,1.0007357473e-04,2.1882042738e-06,1.1048592000e-05,7.3885729442e-07,5.4948344419e-08,4.2836834072e-08,7.2702787923e-06
1.0350000000e+00,-1.0932544556e+00,7.5749644240e-01,1.3218559445e+01,-9.4468098563e-01,-4.7631375606e+00,-6.4176922356e-01,-1.1259433022e+00,7.6780598841e-01,1.3198271985e+01,-9.4473971928e-01,-4.7627815048e+00,-6.4020755424e-01,9.0980804944e-02,-2.9968246236e-02,5.7642369053e-02,1.2716587001e+00,-4.2151278184e-01,-7.6806078948e-01,9.9983606122e-01,1.6158338441e-02,-2.2700109408e-03,-7.8489380199e-03,9.0589098265e-02,-2.4515063624e-02,3.1196184576e-02,1.0893517942e+00,-4.0938871243e-01,-7.0726898217e-01,9.9980048527e-01,1.7853365351e-02,1.9050756589e-03,-8.7531525736e-03,0.0000000000e+00,1.0008994542e-04,1.0016735270e-04,1.0007507695e-04,2.1828868338e-06,1.1534131424e-05,7.5048936107e-07,5.4967002219e-08,4.2855491872e-08,7.2702974501e-06
1.0400000000e+00,-5.0800849092e+00,8.1755172822e-01,1.7180157143e+01,-9.1640762619e-01,-4.6701174160e+00,-6.9265942996e-01,-5.0767537783e+00,8.4782902499e-01,1.7161375868e+01,-9.1771798337e-01,-4.6694289646e+00,-6.9292030248e-01,9.7296771610e-02,-3.2061157821e-02,5.3847268333e-02,1.2571401742e+00,-4.1946067191e-01,-7.4323275197e-01,9.9976010666e-01,1.3751762271e-02,-1.3995964612e-02,-9.7329921060e-03,9.6035857236e-02,-2.6562007186e-02,2.7659839666e-02,1.0841840647e+00,-4.0787061287e-01,-6.9011118094e-01,9.9977633154e-01,1.5383569525e-02,-9.9509222894e-03,-1.0564649850e-02,0.0000000000e+00,1.0009278534e-04,1.0017899054e-04,1.0007661730e-04,2.1987756734e-06,1.1517962973e-05,7.5936963368e-07,5.4985660019e-08,4.2874149672e-08,7.2703161079e-06
1.0450000000e+00,-6.0617345353e+01,1.6188647881e+01,3.1923215768e+01,-9.3790765415e-01,-6.8314067131e-01,-1.1848079498e+00,-6.0603261006e+01,1.6200850667e+01,3.1908178024e+01,-9.3787436094e-01,-6.8464355325e-01,-1.1843913492e+00,1.0282853693e-01,-3.3918438163e-02,5.0279618575e-02,9.7170403701e-01,-3.3416782130e-01,-6.7723350424e-01,9.9965442940e-01,1.1214037172e-02,-2.0329674575e-02,-1.2327671313e-02,1.0145677756e-01,-2.8601360250e-02,2.4209283761e-02,1.0571423179e+00,-4.0586562084e-01,-6.5368861072e-01,9.9960484089e-01,1.2985894832e-02,-2.1571762434e-02,-1.2497506361e-02,0.0000000000e+00,1.0009574631e-04,1.0019119977e-04,1.0007819516e-04,2.2169022265e-06,1.1143586494e-05,7.6625413244e-07,5.5004317819e-08,4.2892807472e-08,7.2703347657e-06
1.0500000000e+00,-5.8188078661e+01,2.0689996015e+01,6.3924604104e+01,-7.7277409832e-01,5.3460444793e-01,-9.6293157002e-01,-5.8207481975e+01,2.0688104617e+01,6.3909153119e+01,-7.7238779882e-01,5.3464726181e-01,-9.6283179054e-01,1.0664229895e-01,-3.5229510776e-02,4.7573215195e-02,6.2660312841e-01,-2.1378582097e-01,-4.2926144644e-01,9.9965364999e-01,9.1694244107e-03,-1.9477879559e-02,-1.5136509830e-02,1.0674248915e-01,-3.0630688354e-02,2.0940840707e-02,7.4947388639e-01,-3.2129031029e-01,-5.5415254919e-01,9.9955283999e-01,1.0684499346e-02,-2.3210980907e-02,-1.5530998456e-02,0.0000000000e+00,1.0009883263e-04,1.0020379357e-04,1.0007981005e-04,1.8314646856e-06,6.6963645913e-06,7.4883166657e-07,5.5022975619e-08,4.2911465272e-08,7.2703534235e-06
1.0550000000e+00,-3.5707005464e+01,1.2916336712e+01,4.4933943250e+01,-5.8746717355e-01,7.7032889739e-01,-6.1639972643e-01,-3.5690772412e+01,1.2903481605e+01,4.4921317885e+01,-5.8797994546e-01,7.6900111276e-01,-6.1765181541e-01,1.0902273362e-01,-3.6010840267e-02,4.6067692410e-02,3.9129739126e-01,-1.2417320312e-01,-2.2608556864e-01,9.9966960121e-01,7.5923846952e-03,-1.7699686002e-02,-1.7022491698e-02,1.1048985858e-01,-3.2237139906e-02,1.8170077961e-02,4.4721098309e-01,-2.1533293088e-01,-2.9511610496e-01,9.9956146083e-01,8.8300048574e-03,-2.1819212755e-02,-1.7967720627e-02,0.0000000000e+00,1.0010187017e-04,1.0021415192e-04,1.0008144820e-04,1.5310311402e-06,3.7188401598e-06,7.4006111717e-07,5.5041633419e-08,4.2930123072e-08,7.2703720813e-06
1.0600000000e+00,-2.1802340829e+01,7.5021797892e+00,3.2044943268e+01,-4.6423288127e-01,8.3366899493e-01,-3.8179699096e-01,-2.1795060828e+01,7.4949365308e+00,3.2057051223e+01,-4.6425305793e-01,8.3418711848e-01,-3.8319656970e-01,1.1051709344e-01,-3.6455804875e-02,4.5357712391e-02,2.4659061257e-01,-6.9860583073e-02,-9.3367972996e-02,9.9969191225e-01,6.3752039891e-03,-1.5626881107e-02,-1.8199943539e-02,1.1272591350e-01,-3.3313804560e-02,1.6694497437e-02,2.6138487045e-01,-1.4811107082e-01,-1.2628561335e-01,9.9958464240e-01,7.4301725608e-03,-1.9854152212e-02,-1.9523008146e-02,0.0000000000e+00,1.0010482182e-04,1.0022214533e-04,1.0008310824e-04,1.4407231853e-06,2.5155357375e-06,7.4281628472e-07,5.5060291219e-08,4.2948780872e-08,7.2703907391e-06
1.0650000000e+00,-1.3695573672e+01,4.4992731671e+00,2.3834239026e+01,-3.9405608810e-01,8.1934256338e-01,-2.3632543278e-01,-1.3702635308e+01,4.5035064642e+00,2.3811063490e+01,-3.9218089345e-01,8.2108254661e-01,-2.3701295779e-01,1.1147940769e-01,-3.6695571853e-02,4.5149005527e-02,1.6247121422e-01,-3.5399400394e-02,-1.2892480835e-02,9.9971484633e-01,5.3802118947e-03,-1.3527270970e-02,-1.8928610104e-02,1.1403283785e-01,-3.4054359914e-02,1.6063069370e-02,1.4758908977e-01,-1.0860183577e-01,-1.8963878211e-02,9.9961271109e-01,6.3296890543e-03,-1.7741032091e-02,-2.0484595281e-02,0.0000000000e+00,1.0010774186e-04,1.0022866250e-04,1.0008479568e-04,1.4336135821e-06,2.0197457857e-06,7.4990180166e-07,5.5078949019e-08,4.2967438672e-08,7.2704093969e-06
1.0700000000e+00,-8.7023749706e+00,2.4419940927e+00,1.8195482938e+01,-3.3867379729e-01,7.6113809042e-01,-1.4032685269e-01,-8.7035490381e+00,2.4371313772e+00,1.8221236510e+01,-3.3865372568e-01,7.5940725864e-01,-1.4103887874e-01,1.1212488297e-01,-3.6806748955e-02,4.5242619918e-02,1.0983896836e-01,-1.5002571620e-02,3.6614559554e-02,9.9973549937e-01,4.5258335553e-03,-1.1541567337e-02,-1.9371121788e-02,1.1477078330e-01,-3.4597369093e-02,1.5968249979e-02,7.5870338990e-02,-8.4727807639e-02,4.8962744443e-02,9.9964042748e-01,5.3973551645e-03,-1.5669502103e-02,-2.1079634956e-02,0.0000000000e+00,1.0011067764e-04,1.0023429368e-04,1.0008651448e-04,1.4527166442e-06,1.8063323158e-06,7.5852717684e-07,5.5097606819e-08,4.2986096472e-08,7.2704280547e-06
1.0750000000e+00,-5.5532866206e+00,1.1940557143e+00,1.4402591896e+01,-2.9704711276e-01,6.7474681587e-01,-7.8478083425e-02,-5.5565816768e+00,1.2025804728e+00,1.4410253002e+01,-2.9520769870e-01,6.7452424031e-01,-7.9208496282e-02,1.1256568089e-01,-3.6845833975e-02,4.5519604917e-02,7.5599708399e-02,-3.9185700068e-03,6.5764685518e-02,9.9975265227e-01,3.7833351247e-03,-9.7520567202e-03,-1.9626972538e-02,1.1515013499e-01,-3.5021008131e-02,1.6213063701e-02,3.0060195344e-02,-7.1609891075e-02,8.9626776900e-02,9.9966518928e-01,4.5965720855e-03,-1.3747566283e-02,-2.1433275458e-02,0.0000000000e+00,1.0011365740e-04,1.0023939645e-04,1.0008826722e-04,1.4801988949e-06,1.7147567458e-06,7.6772281023e-07,5.5116264619e-08,4.3004754272e-08,7.2704467125e-06
1.0800000000e+00,-3.5934702938e+00,4.9754286230e-01,1.1809030860e+01,-2.5926383471e-01,5.8315486828e-01,-4.2171586886e-02,-3.5628777538e+00,5.1038506496e-01,1.1831504425e+01,-2.5842986782e-01,5.8310866550e-01,-4.0370871864e-02,1.1287199619e-01,-3.6846903573e-02,4.5897858001e-02,5.2926039354e-02,1.7468865492e-03,8.0828216960e-02,9.9976621726e-01,3.1333715608e-03,-8.1892423856e-03,-1.9764339590e-02,1.1530043597e-01,-3.5379057587e-02,1.6661197585e-02,5.9132139349e-04,-6.5071354035e-02,1.1186014360e-01,9.9968587080e-01,3.8930477396e-03,-1.2044422828e-02,-2.1631823429e-02,0.0000000000e+00,1.0011670199e-04,1.0024419587e-04,1.0009005574e-04,1.5090275067e-06,1.6791540410e-06,7.7711819441e-07,5.5134922419e-08,4.3023412072e-08,7.2704653703e-06
1.0850000000e+00,-2.2015256316e+00,2.9316946369e-01,1.0072566798e+01,-2.3606903276e-01,4.8912740636e-01,-1.6742888313e-02,-2.2134524293e+00,2.7853246288e-01,1.0077442256e+01,-2.3392594868e-01,4.8998821241e-01,-1.7807992294e-02,1.1308622954e-01,-3.6828143611e-02,4.6322223957e-02,3.6867080643e-02,4.8408789234e-03,8.6694368196e-02,9.9977656770e-01,2.5528514707e-03,-6.8597229770e-03,-1.9830325967e-02,1.1530339258e-01,-3.5704414357e-02,1.7220498303e-02,-1.8678469111e-02,-6.2236088596e-02,1.2142738621e-01,9.9970239497e-01,3.2778936331e-03,-1.0572547539e-02,-2.1739322663e-02,0.0000000000e+00,1.0011982462e-04,1.0024883640e-04,1.0009188140e-04,1.5369212877e-06,1.6701286537e-06,7.8657542343e-07,5.5153580219e-08,4.3042069872e-08,7.2704840281e-06
1.0900000000e+00,-1.4178967957e+00,2.3217623192e-02,8.9599093993e+00,-2.0982886310e-01,4.0573159724e-01,-2.4761009517e-03,-1.3639587031e+00,2.9965207268e-02,8.9828205304e+00,-2.1052393138e-01,4.0631482818e-01,-2.8250768303e-03,1.1323621451e-01,-3.6799398938e-02,4.6755296955e-02,2.6026066261e-02,6.1476212162e-03,8.5976712135e-02,9.9978432391e-01,2.0250331100e-03,-5.7518634761e-03,-1.9852480257e-02,1.1521000023e-01,-3.6015594800e-02,1.7827635234e-02,-3.0681407188e-02,-6.0599359986e-02,1.2250704042e-01,9.9971542545e-01,2.7149196220e-03,-9.3371164095e-03,-2.1783378714e-02,0.0000000000e+00,1.0012303291e-04,1.0025340914e-04,1.0009374520e-04,1.5629928697e-06,1.6762183167e-06,7.9603780569e-07,5.5172238019e-08,4.3060727672e-08,7.2705026859e-06
1.0950000000e+00,-8.2795287277e-01,-5.7100694209e-02,8.3623020673e+00,-1.8667315933e-01,3.3264098229e-01,8.1702096672e-03,-8.3893196536e-01,-9.2753222358e-02,8.3662424286e+00,-1.8699802406e-01,3.3392392172e-01,7.1418113898e-03,1.1334320112e-01,-3.6767399017e-02,4.7171752385e-02,1.8720983334e-02,6.4492343174e-03,8.1190646692e-02,9.9979016201e-01,1.5521286696e-03,-4.8373015922e-03,-1.9844983144e-02,1.1505659319e-01,-3.6318591600e-02,1.8440170437e-02,-3.8599534617e-02,-6.0399207590e-02,1.1811727852e-01,9.9972553383e-01,2.2126483947e-03,-8.3116264434e-03,-2.1791697169e-02,0.0000000000e+00,1.0012632921e-04,1.0025798067e-04,1.0009564799e-04,1.5882816749e-06,1.6893931568e-06,8.0549934161e-07,5.5190895819e-08,4.3079385472e-08,7.2705213437e-06
1.1000000000e+00,-5.2617765173e-01,-1.5895705992e-01,8.0715103143e+00,-1.6557453727e-01,2.7313783711e-01,1.4402463425e-02,-5.1141145984e-01,-1.4806934492e-01,8.0719422819e+00,-1.6422436149e-01,2.7294020268e-01,1.3566669312e-02,1.1342084198e-01,-3.6735529559e-02,4.7557086556e-02,1.3672706584e-02,6.2565618381e-03,7.4185919481e-02,9.9979460393e-01,1.1337408019e-03,-4.0878296612e-03,-1.9818027945e-02,1.1486359552e-01,-3.6620587638e-02,1.9030756829e-02,-4.3446109158e-02,-6.0673740764e-02,1.1080283776e-01,9.9973346875e-01,1.7640449062e-03,-7.4701239632e-03,-2.1773306191e-02,0.0000000000e+00,1.0012971725e-04,1.0026258878e-04,1.0009759044e-04,1.6129904154e-06,1.7077603415e-06,8.1495153216e-07,5.5209553619e-08,4.3098043272e-08,7.2705400015e-06
1.1050000000e+00,-3.1643283175e-01,-1.5208466799e-01,7.9805833482e+00,-1.4472108727e-01,2.2119430369e-01,1.6818204251e-02,-3.2212049345e-01,-1.2123431511e-01,7.9829872542e+00,-1.4536212604e-01,2.2281669818e-01,1.7746694610e-02,1.1347787695e-01,-3.6705027171e-02,4.7904016031e-02,1.0091998223e-02,5.9863598259e-03,6.6169445780e-02,9.9979805228e-01,7.6419368780e-04,-3.4751518942e-03,-1.9778624648e-02,1.1464636498e-01,-3.6923956341e-02,1.9584771018e-02,-4.6714680659e-02,-6.1482381326e-02,1.0206347861e-01,9.9973976448e-01,1.3648171829e-03,-6.7785098109e-03,-2.1739190264e-02,0.0000000000e+00,1.0013319896e-04,1.0026726342e-04,1.0009957320e-04,1.6376816229e-06,1.7287326264e-06,8.2439953522e-07,5.5228211419e-08,4.3116701072e-08,7.2705586593e-06
1.1100000000e+00,-1.7769689765e-01,-1.2581243995e-01,8.0450066799e+00,-1.2630769466e-01,1.8157678818e-01,2.1655953207e-02,-1.9471604358e-01,-1.3105666692e-01,8.0370077573e+00,-1.2791411223e-01,1.8117200543e-01,2.1087603755e-02,1.1352022680e-01,-3.6676175206e-02,4.8210075547e-02,7.5316482817e-03,5.6185671803e-03,5.7970323010e-02,9.9980082219e-01,4.3678626182e-04,-2.9755567295e-03,-1.9729957552e-02,1.1441279157e-01,-3.7231368248e-02,2.0095088411e-02,-4.8871434974e-02,-6.2270413679e-02,9.2888930552e-02,9.9974470156e-01,1.0148448017e-03,-6.2178585994e-03,-2.1698848691e-02,0.0000000000e+00,1.0013677690e-04,1.0027202086e-04,1.0010159680e-04,1.6623449879e-06,1.7517572798e-06,8.3384165461e-07,5.5246869219e-08,4.3135358872e-08,7.2705773171e-06
1.1150000000e+00,-6.5139096097e-02,-1.3629678388e-01,8.1496532720e+00,-1.1134525668e-01,1.4716793677e-01,2.3068250919e-02,-1.1777147340e-01,-1.3214551182e-01,8.1651451234e+00,-1.1171482999e-01,1.4678869242e-01,2.3523280346e-02,1.1355195877e-01,-3.6649381355e-02,4.8475996814e-02,5.6601905543e-03,5.1964296353e-03,5.0101304753e-02,9.9980313090e-01,1.4931779808e-04,-2.5697748134e-03,-1.9674181262e-02,1.1416843440e-01,-3.7542720316e-02,2.0559533064e-02,-5.0288170057e-02,-6.2931091793e-02,8.4048317542e-02,9.9974886502e-01,7.0866942354e-04,-5.7572346983e-03,-2.1646222011e-02,0.0000000000e+00,1.0014045248e-04,1.0027687357e-04,1.0010366178e-04,1.6871896395e-06,1.7764533042e-06,8.4327890612e-07,5.5265527019e-08,4.3154016672e-08,7.2705959749e-06
1.1200000000e+00,-9.1951492447e-02,-8.1494929109e-02,8.3355504769e+00,-9.7730161874e-02,1.1938559062e-01,2.5063539475e-02,-7.1906265436e-02,-1.2634333038e-01,8.3292044187e+00,-9.7097540533e-02,1.1859431843e-01,2.5157829971e-02,1.1357583905e-01,-3.6624754289e-02,4.8704339512e-02,4.2627224328e-03,4.7683824603e-03,4.2843852633e-02,9.9980512059e-01,-1.0151127339e-04,-2.2412016769e-03,-1.9613453391e-02,1.1609609652e-01,-3.4443119174e-02,2.0221753669e-02,-4.2057453611e-02,-5.2068854265e-02,7.3030857367e-02,9.9983053130e-01,-2.9758049195e-04,-4.9243276663e-03,-1.7736152973e-02,1.0000000000e+00,1.0013041438e-04,1.0025824225e-04,1.0010112997e-04,1.4385303988e-06,1.5016871432e-06,7.7888669242e-07,5.0268835848e-08,3.9821820373e-08,7.1772340830e-06
1.1250000000e+00,-3.3290074425e-02,-1.0115906301e-01,8.4656909609e+00,-8.3593996335e-02,9.8762484897e-02,2.4614113353e-02,-2.8380077687e-02,-1.1207626555e-01,8.4907744054e+00,-8.3898630976e-02,9.7109883238e-02,2.4211382470e-02,1.1359394023e-01,-3.6602215198e-02,4.8898494527e-02,3.2624152470e-03,4.3745918067e-03,3.6285764291e-02,9.9980683582e-01,-3.1922703534e-04,-1.9738600702e-03,-1.9552314716e-02,1.1748186234e-01,-3.2231444474e-02,1.9955710694e-02,-3.6364366148e-02,-4.4098709457e-02,6.3379783210e-02,9.9987888639e-01,-1.0637171820e-03,-4.2905023252e-03,-1.4922219867e-02,1.0000000000e+00,1.0012316842e-04,1.0024491685e-04,1.0009904469e-04,1.2572139655e-06,1.3042770470e-06,7.2481220984e-07,4.6673411186e-08,3.7361635856e-08,7.1099983179e-06
1.1300000000e+00,-1.8711652246e-02,-9.8675798098e-02,8.6510216536e+00,-7.2733933601e-02,7.9891078732e-02,2.5519936821e-02,-1.1407042797e-02,-8.8829740552e-02,8.6589888966e+00,-7.2514535243e-02,8.0217465795e-02,2.4728335367e-02,1.1360788806e-01,-3.6581461632e-02,4.9062068757e-02,2.5232396807e-03,4.0578194828e-03,3.0468252418e-02,9.9980835038e-01,-5.0744291828e-04,-1.7533957708e-03,-1.9491809003e-02,1.1851929149e-01,-3.0571657321e-02,1.9743937942e-02,-3.1923288609e-02,-3.8202282336e-02,5.4745881046e-02,9.9990958635e-01,-1.6658432028e-03,-3.7914226928e-03,-1.2793326929e-02,1.0000000000e+00,1.0011772125e-04,1.0023492529e-04,1.0009730909e-04,1.1194979060e-06,1.1562348162e-06,6.7884688450e-07,4.3954919980e-08,3.5466739558e-08,7.0589284999e-06
1.1350000000e+00,-3.7572914022e-02,-4.9986343431e-02,8.8084464299e+00,-6.2889667179e-02,6.5811343594e-02,2.7349635232e-02,-3.9205794320e-03,-6.6723108810e-02,8.8158184994e+00,-6.3215312371e-02,6.6784948450e-02,2.6201830853e-02,1.1361872494e-01,-3.6562078769e-02,4.9198731964e-02,1.9677324527e-03,3.8176440919e-03,2.5369650603e-02,9.9980979419e-01,-6.7100771595e-04,-1.5703507227e-03,-1.9428308818e-02,1.1932335386e-01,-2.9281031133e-02,1.9568071567e-02,-2.8443255392e-02,-3.3600859594e-02,4.7322665140e-02,9.9993010285e-01,-2.1548317365e-03,-3.3952308000e-03,-1.1118386987e-02,1.0000000000e+00,1.0011350211e-04,1.0022717285e-04,1.0009585263e-04,1.0115855818e-06,1.0412677437e-06,6.3937030557e-07,4.1821587548e-08,3.3958765540e-08,7.0186409962e-06
